Feature,Target
0.03526355197172861,9.59288966353756
-0.04015795064434341,10.781316158258837
0.8135096360006385,3.701736792641343
0.27902152577033923,9.612643284125404
0.12029563171189886,4.826537926054015
-1.913280244657798,-10.2190413542844
-0.8392175232226385,-25.611112267696008
0.2799686263198203,-2.401350267890245
-0.22096959953322298,-3.8970907711624183
0.30154734233361247,9.542677105936765
-0.8583577801812136,-10.900693991110519
1.6449677135012837,22.40392854681779
0.20838280794755248,4.557921012086925
0.25602973431387566,10.881857965668662
-0.4694743859349521,-6.717544583933049
1.8522781845089378,39.75401882656135
-1.0265152994110602,6.149292493889746
1.5792128155073915,20.654431287078683
-1.5031429531181062,-18.611417630988942
-0.6516003476058171,-16.25465437867394
2.632382064837391,39.41678050323506
0.3142473325952739,-0.029886902354077094
-0.35151348404130867,-16.153645947969377
0.8135172173696698,0.844770593364764
1.0143700650181304,10.53121827918801
-0.30917212346863937,-7.121410014308052
1.5795721457307124,18.132143351966214
-0.5736620068802363,-6.957278977219103
-1.448013900416244,-21.592847738280675
0.714000494092092,14.181091823062365
-1.889540730945531,-24.48993364266586
0.5009171876243808,13.190086208995055
1.088950596967366,18.217187819063163
-0.8972543714858315,-22.095015480150348
-1.7587394864231143,-32.770386047959725
-0.22096417382966393,-5.611241941443707
-1.6074832345612275,-42.44981498440801
0.25755039072276437,4.004644094292294
0.17086543812794186,5.391066622300302
-0.8612842013282637,-22.7826315599489
0.5931012579683838,8.9031810085926
2.4457519796168263,52.581423845706745
0.6815006973726244,11.482632210122768
-0.07201012158033385,-22.15761933790624
0.8563987943234723,14.980072088201073
0.5839281853259639,9.320079954053057
0.10939479460489289,-12.629108056988821
1.8657745111447566,19.68103105344825
-0.03275327021599839,10.93877460197394
0.7746340534293368,13.786539585085833
-2.4716445001272893,-39.33887658116777
0.1848361236948739,3.4563170438137054
-0.37144086599579146,-3.1790583438178093
1.7522704434236227,9.794713604982345
-0.20812225035727522,-7.334104011011762
1.7976865268495226,44.658330388541295
0.8711247034316923,11.551513000178458
0.39913611435207086,13.359442526846738
1.593186626639397,27.516571734950695
0.543360192379935,-1.666564880593656
-0.9043166251044086,-11.65928491188714
-1.5255251709247388,-19.15201617481303
0.132969674146876,5.145628058826736
-1.1065259087416703,-30.16427626379826
0.820482181197364,12.720363040098858
-1.4074637743765552,-26.739067029480502
1.1428228145150205,8.244360621008827
-0.9555404406004258,-24.207076289779813
-0.773789199103573,1.01264290658324
0.6103702654334648,11.927611169299361
-0.9815086510479509,-11.401199876588446
-1.485560373036972,-43.460469154041945
0.2110174672026184,13.82100113785023
0.7519330326867741,28.904827122846164
0.6453759495851475,-6.568374494070948
0.3376026620752022,9.189085621675765
-0.6819842479977986,-5.335973867900709
0.3464482094969757,-1.0275192289527615
0.32875110965968446,-4.843540168687471
-1.3801014582148914,-31.250749160730514
0.25988279424842353,-8.57886908991873
-0.9398797863273552,-16.600281859898736
0.20768768716311115,-17.200140249410754
-0.8309501164110378,-7.096622622060259
-1.0243876413342898,-29.302143637758533
1.1033018820165215,26.820711478543465
-0.8084936028931876,-13.057008452390964
-1.142970297830623,-32.106520885247505
-0.06267909727317188,-0.7449772038411764
0.6795977489346758,-7.7489856628872005
0.40498171096095553,-5.551942740857351
0.3241663524884421,-23.453490272300435
1.073631749859772,15.92859087130282
-0.23894804686640975,-8.319921477896814
0.6105857452838231,16.33768427756676
1.5380365664659692,11.839470204179289
-0.5915713888358299,-12.909193223205818
1.0571222262189157,10.848853210241975
0.4735924306351816,14.28581764426193
0.24196227156603412,8.065882875362867
0.08658978747289992,4.998012942024529
-1.2795769667357015,-20.512038002327373
-0.5182702182736474,-14.18960459109849
-0.6506425691218269,-10.967557749667241
1.0490092258368893,6.355271014927144
-0.5443827245251827,-20.3957346490836
-1.2899608997410539,-13.950696108482132
-0.7730097838554665,-35.710302557083914
-0.4593608995402441,-11.961066133208462
-0.12578692009964815,-2.16068558288578
-2.650969808393012,-26.469900986740573
0.3840654489393073,15.318416117793156
0.6585442726728304,1.161609074521209
0.6327818661062848,11.397927899810787
-1.2141886127877322,-16.163639778099075
-0.24574306408594432,4.222305097056644
-0.4344962274323156,-15.0685715345018
0.4127809269364983,10.834206852070409
0.1503017614618776,9.021110599984887
0.055724912288694604,11.31718277797319
-0.19236096478112252,-1.2460512090150169
0.755391225825756,11.299058355393857
0.21915032766393897,-5.0637100628703084
-0.5112156764311852,0.25087565632649067
-2.4238793266289567,-46.53415849328567
0.6748194921666038,17.668014368899982
0.2544208433012131,-1.4732722337606479
-2.081929407883722,-54.229844468132406
0.334456789987025,13.397235956514448
0.14671368643332283,4.747022956270817
-1.0041407667520679,-11.698367946431109
-0.5297602037670388,-10.772504562323258
0.33231401197959165,20.121867785532512
-0.15178509503558332,5.821101263455733
-0.5468589412403921,-9.609202989328844
-0.26987493529337125,-5.346412955375207
0.7858001586508322,19.0058161322359
-0.14705738150213865,-9.750271813167567
-1.594427658794367,-23.87845089094843
1.1631637521549596,14.206273643967563
-1.7033824393551547,-16.39137457453704
1.1581108735000678,12.509672413980393
0.005243699718183166,-7.72930236918044
-0.8560838259088672,-18.833673361596915
-0.637739984251316,-30.274936198134327
-0.718444221252436,-3.246254241186014
-0.5707462937494763,-17.013741229816738
-1.5506634310661327,-15.501710288466374
-1.7249178325130328,-32.58458544562233
-0.11473644146689901,-1.5870478396862602
-0.0036025390905684044,-8.262749549444779
1.3291525301324314,24.183816540265973
1.4469778843537329,20.24324073230538
-1.515744114997232,-20.499154315280297
2.1221561970126332,32.937434363889075
1.143754043206929,24.826443236435843
1.3454200461549777,15.174857862086899
0.19109906801990334,5.033578658977435
1.2715550949941588,34.35603225270174
-1.2608839543350452,-14.16763105233729
1.8467073257360336,26.308170972587217
0.3824097461840506,-1.043144890071246
-0.03468488738678118,11.683139988213524
0.06752820468792384,-8.201154266810727
-0.2817846088605072,-7.788212880155698
-0.32138584165299344,3.7416994264368792
0.9755451271223592,15.470233928768604
-0.7271371758248686,-21.83326104466218
1.586016816145352,18.082032194040867
-0.7783047254023127,-8.81840383683711
0.6543656563540577,4.674636347822398
-0.1087601484568576,-13.752142600145792
-0.24717738252059693,-3.837882757957192
-0.5138669173366935,-0.47948156886578275
0.29612027706457605,-16.04968974831454
-0.3152692446403456,-0.03658324739404151
0.07156623721939247,11.373622112048713
-0.46572975357025687,5.372620091029174
1.5231240772696573,47.65219059083127
0.5697672802322039,8.19006628406473
-0.05429486651781221,3.9249104363645637
-0.6039851867158206,-2.3346080104790286
-0.15567723539207948,-13.585946121734086
-0.38455554422982535,-8.39008764125489
-0.026513875449216878,2.632146321917499
0.7109599682034915,5.280203417125387
0.9154021177020741,14.022231320118937
-0.9758732529773327,-9.001130481005244
1.246085192497629,12.816038304925858
-0.3933388123273607,-21.450510298633137
-0.5397596803093615,-11.258643543707247
-0.5017570435845365,-15.278991046017392
-0.898414671348358,-12.677266752565222
0.5049872789804571,2.239474344098909
-0.30777823495300083,-15.788769421016234
0.08704706823817122,13.602979629714518
-0.4455025214007718,-14.544275894729406
0.82206015999449,11.879108958973369
0.6408428612670098,10.76384299097923
2.060747924881987,40.08214679217545
-1.2767485758203094,-33.78391776210336
0.3411519748166439,-0.4607647560837158
0.19652116970147013,22.86202370243392
0.24496657110872277,2.817688581085835
-0.42064532276535904,-0.602394892101203
1.4415686206579004,23.627321957492203
-1.7101683926566256,-51.41225392532795
0.49799829124544975,10.411542600168739
0.2034636358672231,-17.53354476355161
1.030999522495951,-5.076818189593048
1.6964563682900382,29.67115902129948
-0.11453984525261789,-6.4324394814526595
-0.34268759408034877,-3.029674928010545
-0.07443342910004629,-3.8125095930290502
-0.883857436201133,-17.642490685210024
-0.48943944251822213,-24.486160004984285
-0.42018681709585726,-15.918876273117128
-0.6929095952606542,-5.609087695819188
-1.1509935774223028,-24.299694812970422
1.307142754282428,37.4179825417418
-0.13826430117118466,-10.301139375501398
1.7553408424432044,27.29520011810942
-0.5449190868089497,-1.890339705812961
0.028318376130461172,11.319079306702031
-0.7728252145375718,-16.48455267104708
-0.48423407286625136,-14.91895011453745
0.6241198170521551,4.816429585631886
-0.5993750229537729,-17.11701442602054
0.05921843401448826,3.0285264735394652
-0.8182206832334725,-8.302644171740965
1.305478807154329,26.942072873784724
-0.978372777615032,-8.880171382336654
0.1866091231563581,-15.121862687074628
-0.4397310582741749,3.3967338124729007
0.06428001909546277,5.221996502374925
-1.1978778925888485,-13.826879699166923
0.8723206367206782,13.726424689494559
0.8303358165442456,20.236296184800615
0.651391251305798,-1.4685405579049906
-1.0121043752601675,-13.325277278162691
0.8128621188389601,1.7348965819521371
-1.4066610968482223,-14.567766149476649
0.3109075655980046,4.908255454000496
-0.661786464768388,-16.94941139797824
-0.07016571145864703,-5.571040564431637
0.2891686439078181,31.624169855387404
0.04852162794482699,10.290910782733508
0.787084603742452,20.433810182931673
-0.05023810944913695,7.167965566459099
-2.0417348684242906,-35.543188596359414
0.3853173797288368,10.293110500097036
-0.9378250399151228,-22.715252727880852
1.8314587658543537,43.66185758910014
